"kode","kode_normalisasi","jumlah_digit","tingkat","kode_induk","nama_resmi","kode_golongan_pokok","nama_golongan_pokok","jalur_kode","kelompok_sisa","halaman_cetak_mulai"
"0111.32","011132","6","Jabatan","0111","KOMANDAN PASUKAN REAKSI CEPAT PENANGGULANGAN BENCANA (DAN PRCPB)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0111 > 0111.32","tidak","81"
"0111.33","011133","6","Jabatan","0111","KOMANDAN PASUKAN PEMUKUL REAKSI CEPAT (DAN PPRC)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0111 > 0111.33","tidak","81"
"0111.34","011134","6","Jabatan","0111","KOMANDAN KOMANDO GARNISUN TETAP (DANKOGARTAP)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0111 > 0111.34","tidak","81"
"0111.35","011135","6","Jabatan","0111","PANGLIMA KOMANDO PERTAHANAN UDARA NASIONAL (PANGKOHANUDNAS)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0111 > 0111.35","tidak","82"
"0111.36","011136","6","Jabatan","0111","PANGLIMA KOMANDO GABUNGAN WILAYAH PERTAHANAN (PANGKOGAPWILHAN)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0111 > 0111.36","tidak","82"
"0111.37","011137","6","Jabatan","0111","PANGLIMA KOMANDO CADANGAN STRATEGIS TNI ANGKATAN DARAT (PANGKOSTRAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0111 > 0111.37","tidak","82"
"0111.38","011138","6","Jabatan","0111","KOMANDAN JENDERAL KOMANDO PASUKAN KHUSUS (DANJEN KOPASSUS)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0111 > 0111.38","tidak","82"
"0111.39","011139","6","Jabatan","0111","PANGLIMA KOMANDO DAERAH MILITER (PANGDAM)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0111 > 0111.39","tidak","83"
"0111.40","011140","6","Jabatan","0111","PANGLIMA KOMANDO ARMADA (PANGKOARMADA)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0111 > 0111.40","tidak","83"
"0111.41","011141","6","Jabatan","0111","PANGLIMA KOMANDO LINTAS LAUT MILITER (PANGKOLINLAMIL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0111 > 0111.41","tidak","83"
"0111.42","011142","6","Jabatan","0111","PANGLIMA KOMANDO OPERASI TNI ANGKATAN UDARA (PANGKOOPSAU)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0111 > 0111.42","tidak","83"
"0111.99","011199","6","Jabatan","0111","PERWIRA MARKAS BESAR TNI LAINNYA","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0111 > 0111.99","ya","84"
"0112","0112","4","Subgolongan","011","PERWIRA TNI ANGKATAN DARAT","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112","tidak","84"
"0112.01","011201","6","Jabatan","0112","KEPALA STAF TNI ANGKATAN DARAT (KASAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.01","tidak","84"
"0112.02","011202","6","Jabatan","0112","WAKIL KEPALA STAF TNI ANGKATAN DARAT (WAKASAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.02","tidak","84"
"0112.03","011203","6","Jabatan","0112","INSPEKTUR JENDERAL TNI ANGKATAN DARAT (IRJENAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.03","tidak","85"
"0112.04","011204","6","Jabatan","0112","STAF AHLI KASAD (SAHLI KASAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.04","tidak","85"
"0112.05","011205","6","Jabatan","0112","ASISTEN PERENCANAAN DAN ANGGARAN KASAD (ASRENA KASAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.05","tidak","85"
"0112.06","011206","6","Jabatan","0112","ASISTEN INTELIJEN KASAD (ASINTEL KASAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.06","tidak","85"
"0112.07","011207","6","Jabatan","0112","ASISTEN OPERASI KASAD (ASOPS KASAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.07","tidak","86"
"0112.08","011208","6","Jabatan","0112","ASISTEN PERSONEL KASAD (ASPERS KASAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.08","tidak","86"
"0112.09","011209","6","Jabatan","0112","ASISTEN LOGISTIK KASAD (ASLOG KASAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.09","tidak","86"
"0112.10","011210","6","Jabatan","0112","ASISTEN TERITORIAL KASAD (ASTER KASAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.10","tidak","86"
"0112.11","011211","6","Jabatan","0112","KOMANDAN PUSAT KESENJATAAN INFANTERI (DANPUSSENIF)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.11","tidak","87"
"0112.12","011212","6","Jabatan","0112","KOMANDAN PUSAT KESENJATAAN KAVALERI (DANPUSSENKAV)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.12","tidak","87"
"0112.13","011213","6","Jabatan","0112","KOMANDAN PUSAT KESENJATAAN ARTILERI MEDAN (DANPUSSENARMED)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.13","tidak","87"
"0112.14","011214","6","Jabatan","0112","KOMANDAN PUSAT KESENJATAAN ARTILERI PERTAHANAN UDARA (DANPUSSENARHANUD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.14","tidak","87"
"0112.15","011215","6","Jabatan","0112","KOMANDAN PUSAT PENERBANG TNI ANGKATAN DARAT (DANPUSPENERBAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.15","tidak","87"
"0112.16","011216","6","Jabatan","0112","KOMANDAN PUSAT POLISI MILITER TNI ANGKATAN DARAT (DANPUSPOMAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.16","tidak","88"
"0112.17","011217","6","Jabatan","0112","KOMANDAN PUSAT TERITORIAL TNI ANGKATAN DARAT (DANPUSTERAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.17","tidak","88"
"0112.18","011218","6","Jabatan","0112","KOMANDAN PUSAT INTELIJEN TNI ANGKATAN DARAT (DANPUSINTELAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.18","tidak","88"
"0112.19","011219","6","Jabatan","0112","KEPALA PUSAT ZENI TNI ANGKATAN DARAT (KAPUSZIAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.19","tidak","88"
"0112.20","011220","6","Jabatan","0112","KEPALA PUSAT KOMUNIKASI DAN ELEKTRONIKA TNI ANGKATAN DARAT (KAPUSKOMLEKAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.20","tidak","88"
"0112.21","011221","6","Jabatan","0112","KEPALA PUSAT PERALATAN TNI ANGKATAN DARAT (KAPUSPALAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.21","tidak","89"
"0112.22","011222","6","Jabatan","0112","KEPALA PUSAT PEMBEKALAN ANGKUTAN TNI ANGKATAN DARAT (KAPUSBEKANGAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.22","tidak","89"
"0112.23","011223","6","Jabatan","0112","KEPALA PUSAT KESEHATAN TNI ANGKATAN DARAT (KAPUSKESAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.23","tidak","89"
"0112.24","011224","6","Jabatan","0112","DIREKTUR AJUDAN JENDERAL TNI ANGKATAN DARAT (DIRAJENAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.24","tidak","89"
"0112.25","011225","6","Jabatan","0112","DIREKTUR TOPOGRAFI TNI ANGKATAN DARAT (DIRTOPAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.25","tidak","90"
"0112.26","011226","6","Jabatan","0112","DIREKTUR HUKUM TNI ANGKATAN DARAT (DIRKUMAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.26","tidak","90"
"0112.27","011227","6","Jabatan","0112","DIREKTUR KEUANGAN TNI ANGKATAN DARAT (DIRKUAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.27","tidak","90"
"0112.28","011228","6","Jabatan","0112","KEPALA DINAS JASMANI TNI ANGKATAN DARAT (KADISJASAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.28","tidak","90"
"0112.29","011229","6","Jabatan","0112","KEPALA DINAS PEMBINAAN MENTAL TNI ANGKATAN DARAT (KADISBINTALAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.29","tidak","90"
"0112.30","011230","6","Jabatan","0112","KEPALA DINAS PSIKOLOGI TNI ANGKATAN DARAT (KADISPSIAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.30","tidak","91"
"0112.31","011231","6","Jabatan","0112","KEPALA DINAS PENELITIAN DAN PENGEMBANGAN TNI ANGKATAN DARAT (KADISLITBANGAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.31","tidak","91"
"0112.32","011232","6","Jabatan","0112","KEPALA DINAS SEJARAH TNI ANGKATAN DARAT (KADISJARAHAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.32","tidak","91"
"0112.33","011233","6","Jabatan","0112","KEPALA DINAS INFORMASI DAN PENGOLAHAN DATA TNI ANGKATAN DARAT (KADISINFOLAHTAAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.33","tidak","91"
"0112.34","011234","6","Jabatan","0112","KEPALA DINAS PENERANGAN TNI ANGKATAN DARAT (KADISPENAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.34","tidak","91"
"0112.35","011235","6","Jabatan","0112","GUBERNUR AKADEMI MILITER TNI ANGKATAN DARAT (GUBERNUR AKMIL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.35","tidak","92"
"0112.36","011236","6","Jabatan","0112","KOMANDAN SEKOLAH STAF DAN KOMANDO TNI ANGKATAN DARAT (DANSESKOAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.36","tidak","92"
"0112.37","011237","6","Jabatan","0112","KOMANDAN SEKOLAH CALON PERWIRA TNI ANGKATAN DARAT (DANSECAPAAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.37","tidak","92"
"0112.38","011238","6","Jabatan","0112","KOMANDAN KOMANDO PEMBINAAN DOKTRIN PENDIDIKAN DAN LATIHAN TNI ANGKATAN DARAT (DANKODIKLATAD)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.38","tidak","92"
"0112.99","011299","6","Jabatan","0112","PERWIRA TNI ANGKATAN DARAT LAINNYA","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0112 > 0112.99","ya","93"
"0113","0113","4","Subgolongan","011","PERWIRA TNI ANGKATAN LAUT","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113","tidak","93"
"0113.01","011301","6","Jabatan","0113","KEPALA STAF TNI ANGKATAN LAUT (KASAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.01","tidak","93"
"0113.02","011302","6","Jabatan","0113","WAKIL KEPALA STAF TNI ANGKATAN LAUT (WAKASAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.02","tidak","93"
"0113.03","011303","6","Jabatan","0113","INSPEKTUR JENDERAL TNI ANGKATAN LAUT (IRJENAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.03","tidak","94"
"0113.04","011304","6","Jabatan","0113","STAF AHLI KASAL (SAHLI KASAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.04","tidak","94"
"0113.05","011305","6","Jabatan","0113","ASISTEN PERENCANAAN DAN ANGGARAN KASAL (ASRENA KASAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.05","tidak","94"
"0113.06","011306","6","Jabatan","0113","ASISTEN INTELIJEN KEPALA STAF ANGKATAN LAUT (ASINTEL KASAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.06","tidak","94"
"0113.07","011307","6","Jabatan","0113","ASISTEN OPERASI KASAL (ASOPS KASAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.07","tidak","95"
"0113.08","011308","6","Jabatan","0113","ASISTEN PERSONEL KASAL (ASPERS KASAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.08","tidak","95"
"0113.09","011309","6","Jabatan","0113","ASISTEN LOGISTIK KASAL (ASLOG KASAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.09","tidak","95"
"0113.10","011310","6","Jabatan","0113","KOMANDAN PUSAT INTELIJEN TNI ANGKATAN LAUT (DANPUSINTELAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.10","tidak","95"
"0113.11","011311","6","Jabatan","0113","KEPALA DINAS PENERANGAN TNI ANGKATAN LAUT (KADISPENAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.11","tidak","95"
"0113.12","011312","6","Jabatan","0113","KOMANDAN PUSAT HIDRO-OSEANOGRAFI TNI ANGKATAN LAUT (DANPUSHIDROSAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.12","tidak","96"
"0113.13","011313","6","Jabatan","0113","KEPALA DINAS KOMUNIKASI DAN ELEKTRONIKA TNI ANGKATAN LAUT (KADISKOMLEKAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.13","tidak","96"
"0113.14","011314","6","Jabatan","0113","KEPALA DINAS HUKUM TNI ANGKATAN LAUT (KADISKUMAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.14","tidak","96"
"0113.15","011315","6","Jabatan","0113","KOMANDAN PUSAT TERITORIAL ANGKATAN LAUT (DANPUSTERAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.15","tidak","96"
"0113.16","011316","6","Jabatan","0113","KEPALA DINAS ADMINISTRASI PERSONEL TNI ANGKATAN LAUT (KADISMINPERSAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.16","tidak","97"
"0113.17","011317","6","Jabatan","0113","KEPALA DINAS PENDIDIKAN TNI ANGKATAN LAUT (KADISDIKAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.17","tidak","97"
"0113.18","011318","6","Jabatan","0113","KEPALA DINAS PERAWATAN PERSONEL TNI ANGKATAN LAUT (KADISWATPERSAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.18","tidak","97"
"0113.19","011319","6","Jabatan","0113","KEPALA PUSAT KESEHATAN TNI ANGKATAN LAUT (KAPUSKESAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.19","tidak","97"
"0113.20","011320","6","Jabatan","0113","KEPALA DINAS MATERIEL TNI ANGKATAN LAUT (KADISMATAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.20","tidak","97"
"0113.21","011321","6","Jabatan","0113","KEPALA DINAS MATERIEL SENJATA DAN ELEKTRONIKA ANGKATAN LAUT (KADISSENLEKAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.21","tidak","98"
"0113.22","011322","6","Jabatan","0113","KEPALA PUSAT KELAIKAN MATERIEL DAN KESELAMATAN KERJA TNI ANGKATAN LAUT (KAPUSLAIKMANJAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.22","tidak","98"
"0113.23","011323","6","Jabatan","0113","KEPALA DINAS FASILITAS PANGKALAN TNI ANGKATAN LAUT (KADISFASLANAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.23","tidak","98"
"0113.24","011324","6","Jabatan","0113","KEPALA DINAS PENGADAAN TNI ANGKATAN LAUT (KADISADAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.24","tidak","98"
"0113.25","011325","6","Jabatan","0113","KEPALA DINAS PEMBEKALAN TNI ANGKATAN LAUT (KADISBEKAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.25","tidak","99"
"0113.26","011326","6","Jabatan","0113","KEPALA DINAS KEUANGAN TNI ANGKATAN LAUT (KADISKUAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.26","tidak","99"
"0113.27","011327","6","Jabatan","0113","KEPALA DINAS PENELITIAN DAN PENGEMBANGAN TNI ANGKATAN LAUT (KADISLITBANGAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.27","tidak","99"
"0113.28","011328","6","Jabatan","0113","KEPALA DINAS INFORMASI DAN PENGOLAHAN DATA TNI ANGKATAN LAUT (KADISINFOLAHTAAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.28","tidak","99"
"0113.29","011329","6","Jabatan","0113","KEPALA DINAS PSIKOLOGI TNI ANGKATAN LAUT (KADISPSIAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.29","tidak","100"
"0113.30","011330","6","Jabatan","0113","KOMANDAN PUSAT PENERBANGAN TNI ANGKATAN LAUT (DANPUSPENERBAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.30","tidak","100"
"0113.31","011331","6","Jabatan","0113","KOMANDAN PUSAT POLISI MILITER TNI ANGKATAN LAUT (DANPUSPOMAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.31","tidak","100"
"0113.32","011332","6","Jabatan","0113","GUBERNUR AKADEMI TNI ANGKATAN LAUT (GUBERNUR AAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.32","tidak","100"
"0113.33","011333","6","Jabatan","0113","KOMANDAN SEKOLAH STAF DAN KOMANDO TNI ANGKATAN LAUT (DANSESKOAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.33","tidak","100"
"0113.34","011334","6","Jabatan","0113","KOMANDAN KORPS MARINIR (DANKORMAR)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.34","tidak","101"
"0113.35","011335","6","Jabatan","0113","KOMANDAN KOMANDO PEMBINAAN DOKTRIN, PENDIDIKAN, DAN LATIHAN TNI ANGKATAN LAUT (DANKODIKLATAL)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.35","tidak","101"
"0113.99","011399","6","Jabatan","0113","PERWIRA TNI ANGKATAN LAUT LAINNYA","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0113 > 0113.99","ya","101"
"0114","0114","4","Subgolongan","011","PERWIRA TNI ANGKATAN UDARA","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0114","tidak","101"
"0114.01","011401","6","Jabatan","0114","KEPALA STAF TNI ANGKATAN UDARA (KASAU)","0","TENTARA NASIONAL INDONESIA (TNI) DAN KEPOLISIAN NEGARA REPUBLIK INDONESIA (POLRI)","0 > 01 > 011 > 0114 > 0114.01","tidak","102"
