"kode","kode_normalisasi","jumlah_digit","tingkat","kode_induk","nama_resmi","kode_golongan_pokok","nama_golongan_pokok","jalur_kode","kelompok_sisa","halaman_cetak_mulai"
"3255.99","325599","6","Jabatan","3255","TEKNISI DAN ASISTEN FISIOTERAPI LAINNYA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3255 > 3255.99","ya","585"
"3256","3256","4","Subgolongan","325","ASISTEN MEDIS","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3256","tidak","586"
"3256.01","325601","6","Jabatan","3256","ASISTEN KLINIK","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3256 > 3256.01","tidak","587"
"3256.02","325602","6","Jabatan","3256","ASISTEN DOKTER","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3256 > 3256.02","tidak","587"
"3256.03","325603","6","Jabatan","3256","ASISTEN DOKTER MATA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3256 > 3256.03","tidak","587"
"3256.99","325699","6","Jabatan","3256","ASISTEN MEDIS LAINNYA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3256 > 3256.99","ya","588"
"3257","3257","4","Subgolongan","325","ASISTEN DAN PENGAWAS KESEHATAN LINGKUNGAN DAN PEKERJAAN","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3257","tidak","588"
"3257.01","325701","6","Jabatan","3257","PENGAWAS KESEHATAN DAN KESELAMATAN KERJA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3257 > 3257.01","tidak","589"
"3257.02","325702","6","Jabatan","3257","SANITARIAN","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3257 > 3257.02","tidak","589"
"3257.03","325703","6","Jabatan","3257","PENGAWAS SANITASI","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3257 > 3257.03","tidak","590"
"3257.99","325799","6","Jabatan","3257","ASISTEN DAN PENGAWAS KESEHATAN LINGKUNGAN DAN PEKERJAAN LAINNYA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3257 > 3257.99","ya","590"
"3258","3258","4","Subgolongan","325","PEKERJA AMBULANS","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3258","tidak","590"
"3258.01","325801","6","Jabatan","3258","PETUGAS AMBULANS","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3258 > 3258.01","tidak","591"
"3258.02","325802","6","Jabatan","3258","PARAMEDIS AMBULANS","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3258 > 3258.02","tidak","591"
"3258.03","325803","6","Jabatan","3258","TEKNISI MEDIS DARURAT","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3258 > 3258.03","tidak","591"
"3258.04","325804","6","Jabatan","3258","PARAMEDIS DARURAT","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3258 > 3258.04","tidak","592"
"3258.99","325899","6","Jabatan","3258","PEKERJA AMBULANS LAINNYA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3258 > 3258.99","ya","592"
"3259","3259","4","Subgolongan","325","ASISTEN PROFESIONAL KESEHATAN YTDL","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3259","ya","592"
"3259.01","325901","6","Jabatan","3259","CHIROPRACTOR","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3259 > 3259.01","tidak","592"
"3259.02","325902","6","Jabatan","3259","OSTEOPATH","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3259 > 3259.02","tidak","593"
"3259.03","325903","6","Jabatan","3259","DOSIMETRIS MEDIS","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3259 > 3259.03","tidak","593"
"3259.04","325904","6","Jabatan","3259","TEKNISI DIETETIK","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3259 > 3259.04","tidak","593"
"3259.99","325999","6","Jabatan","3259","ASISTEN PROFESIONAL KESEHATAN YTDL LAINNYA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 32 > 325 > 3259 > 3259.99","ya","594"
"33","33","2","Subgolongan pokok","3","ASISTEN PROFESIONAL BISNIS DAN ADMINISTRASI","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33","tidak","594"
"331","331","3","Golongan","33","ASISTEN PROFESIONAL KEUANGAN DAN MATEMATIKA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331","tidak","594"
"3311","3311","4","Subgolongan","331","DEALER DAN PIALANG SEKURITAS DAN KEUANGAN","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3311","tidak","595"
"3311.01","331101","6","Jabatan","3311","PIALANG VALUTA ASING","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3311 > 3311.01","tidak","596"
"3311.02","331102","6","Jabatan","3311","PIALANG SEKURITAS","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3311 > 3311.02","tidak","596"
"3311.03","331103","6","Jabatan","3311","PIALANG EFEK","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3311 > 3311.03","tidak","596"
"3311.04","331104","6","Jabatan","3311","PIALANG SAHAM","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3311 > 3311.04","tidak","597"
"3311.99","331199","6","Jabatan","3311","DEALER DAN PIALANG SEKURITAS DAN KEUANGAN LAINNYA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3311 > 3311.99","ya","597"
"3312","3312","4","Subgolongan","331","PETUGAS KREDIT DAN PINJAMAN","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3312","tidak","597"
"3312.01","331201","6","Jabatan","3312","PETUGAS PINJAMAN","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3312 > 3312.01","tidak","598"
"3312.02","331202","6","Jabatan","3312","PETUGAS HIPOTEK","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3312 > 3312.02","tidak","598"
"3312.99","331299","6","Jabatan","3312","PETUGAS KREDIT DAN PINJAMAN LAINNYA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3312 > 3312.99","ya","598"
"3313","3313","4","Subgolongan","331","ASISTEN PROFESIONAL AKUNTANSI","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3313","tidak","598"
"3313.01","331301","6","Jabatan","3313","PETUGAS PEMBUKUAN","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3313 > 3313.01","tidak","599"
"3313.99","331399","6","Jabatan","3313","ASISTEN PROFESIONAL AKUNTANSI LAINNYA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3313 > 3313.99","ya","599"
"3314","3314","4","Subgolongan","331","ASISTEN PROFESIONAL STATISTIKA, MATEMATIKA, DAN YBDI","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3314","tidak","599"
"3314.01","331401","6","Jabatan","3314","ASISTEN STATISTIKA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3314 > 3314.01","tidak","600"
"3314.02","331402","6","Jabatan","3314","ASISTEN AKTUARIA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3314 > 3314.02","tidak","600"
"3314.03","331403","6","Jabatan","3314","ASISTEN MATEMATIKA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3314 > 3314.03","tidak","600"
"3314.99","331499","6","Jabatan","3314","ASISTEN PROFESIONAL STATISTIKA, MATEMATIKA, DAN YBDI LAINNYA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3314 > 3314.99","ya","601"
"3315","3315","4","Subgolongan","331","JURU TAKSIR NILAI DAN KERUGIAN","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3315","tidak","601"
"3315.01","331501","6","Jabatan","3315","JURU TAKSIR NILAI","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3315 > 3315.01","tidak","601"
"3315.02","331502","6","Jabatan","3315","JURU TAKSIR REAL ESTAT","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3315 > 3315.02","tidak","602"
"3315.03","331503","6","Jabatan","3315","ASESOR KLAIM","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3315 > 3315.03","tidak","602"
"3315.99","331599","6","Jabatan","3315","JURU TAKSIR NILAI DAN KERUGIAN LAINNYA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 331 > 3315 > 3315.99","ya","603"
"332","332","3","Golongan","33","AGEN DAN PERANTARA PENJUALAN DAN PEMBELIAN","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332","tidak","603"
"3321","3321","4","Subgolongan","332","PERWAKILAN ASURANSI","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3321","tidak","603"
"3321.01","332101","6","Jabatan","3321","AGEN ASURANSI","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3321 > 3321.01","tidak","604"
"3321.02","332102","6","Jabatan","3321","PIALANG ASURANSI","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3321 > 3321.02","tidak","604"
"3321.03","332103","6","Jabatan","3321","PENJAMIN ASURANSI","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3321 > 3321.03","tidak","604"
"3321.99","332199","6","Jabatan","3321","PERWAKILAN ASURANSI LAINNYA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3321 > 3321.99","ya","604"
"3322","3322","4","Subgolongan","332","PERWAKILAN PENJUALAN KOMERSIAL","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3322","tidak","604"
"3322.01","332201","6","Jabatan","3322","PENASIHAT LAYANAN PURNAJUAL","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3322 > 3322.01","tidak","605"
"3322.02","332202","6","Jabatan","3322","CANVASSER","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3322 > 3322.02","tidak","605"
"3322.03","332203","6","Jabatan","3322","SALES REPRESENTATIVE","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3322 > 3322.03","tidak","606"
"3322.04","332204","6","Jabatan","3322","SUPERVISOR E-COMMERCE","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3322 > 3322.04","tidak","606"
"3322.05","332205","6","Jabatan","3322","TENAGA PEMASARAN PERBANKAN","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3322 > 3322.05","tidak","606"
"3322.99","332299","6","Jabatan","3322","PERWAKILAN PENJUALAN KOMERSIAL LAINNYA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3322 > 3322.99","ya","606"
"3323","3323","4","Subgolongan","332","JURU PEMBELIAN","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3323","tidak","607"
"3323.01","332301","6","Jabatan","3323","STAF PEMBELIAN","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3323 > 3323.01","tidak","607"
"3323.02","332302","6","Jabatan","3323","AGEN PEMBELIAN","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3323 > 3323.02","tidak","608"
"3323.03","332303","6","Jabatan","3323","PETUGAS PENGADAAN","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3323 > 3323.03","tidak","608"
"3323.04","332304","6","Jabatan","3323","PENYEDIA PEMBELIAN","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3323 > 3323.04","tidak","608"
"3323.99","332399","6","Jabatan","3323","JURU PEMBELIAN LAINNYA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3323 > 3323.99","ya","609"
"3324","3324","4","Subgolongan","332","PIALANG PERDAGANGAN","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3324","tidak","609"
"3324.01","332401","6","Jabatan","3324","PIALANG PERDAGANGAN BESAR","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3324 > 3324.01","tidak","609"
"3324.02","332402","6","Jabatan","3324","PIALANG KONTRAK KOMODITAS","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3324 > 3324.02","tidak","610"
"3324.03","332403","6","Jabatan","3324","PIALANG KOMODITAS BERJANGKA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3324 > 3324.03","tidak","610"
"3324.04","332404","6","Jabatan","3324","PIALANG PENGIRIMAN","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3324 > 3324.04","tidak","610"
"3324.99","332499","6","Jabatan","3324","PIALANG PERDAGANGAN LAINNYA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 332 > 3324 > 3324.99","ya","611"
"333","333","3","Golongan","33","AGEN JASA BISNIS","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333","tidak","611"
"3331","3331","4","Subgolongan","333","AGEN KLIRING DAN PENGIRIMAN","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3331","tidak","611"
"3331.01","333101","6","Jabatan","3331","AGEN KLIRING (CLEARING)","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3331 > 3331.01","tidak","612"
"3331.02","333102","6","Jabatan","3331","AGEN PENGANGKUTAN (FORWARDING)","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3331 > 3331.02","tidak","612"
"3331.03","333103","6","Jabatan","3331","AGEN PENGIRIMAN (SHIPPING)","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3331 > 3331.03","tidak","612"
"3331.99","333199","6","Jabatan","3331","AGEN KLIRING DAN PENGIRIMAN LAINNYA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3331 > 3331.99","ya","612"
"3332","3332","4","Subgolongan","333","PERENCANA KONFERENSI DAN ACARA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3332","tidak","613"
"3332.01","333201","6","Jabatan","3332","PENYELENGGARA ACARA (EVENT ORGANIZER) DAN KONFERENSI","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3332 > 3332.01","tidak","613"
"3332.02","333202","6","Jabatan","3332","PERENCANA KONFERENSI","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3332 > 3332.02","tidak","613"
"3332.03","333203","6","Jabatan","3332","PERENCANA ACARA PERNIKAHAN (WEDDING PLANNER)","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3332 > 3332.03","tidak","614"
"3332.04","333204","6","Jabatan","3332","PROMOTOR","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3332 > 3332.04","tidak","614"
"3332.99","333299","6","Jabatan","3332","PERENCANA KONFERENSI DAN ACARA LAINNYA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3332 > 3332.99","ya","614"
"3333","3333","4","Subgolongan","333","AGEN DAN KONTRAKTOR TENAGA KERJA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3333","tidak","614"
"3333.01","333301","6","Jabatan","3333","AGEN PEKERJAAN","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3333 > 3333.01","tidak","615"
"3333.02","333302","6","Jabatan","3333","KONTRAKTOR PERBURUHAN","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3333 > 3333.02","tidak","615"
"3333.03","333303","6","Jabatan","3333","PETUGAS PENEMPATAN KERJA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3333 > 3333.03","tidak","615"
"3333.99","333399","6","Jabatan","3333","AGEN DAN KONTRAKTOR TENAGA KERJA LAINNYA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3333 > 3333.99","ya","616"
"3334","3334","4","Subgolongan","333","AGEN REAL ESTAT DAN MANAJER PROPERTI","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3334","tidak","616"
"3334.01","333401","6","Jabatan","3334","AGEN REAL ESTAT","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3334 > 3334.01","tidak","616"
"3334.02","333402","6","Jabatan","3334","MANAJER PROPERTI","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3334 > 3334.02","tidak","617"
"3334.03","333403","6","Jabatan","3334","TENAGA PENJUALAN REAL ESTAT","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3334 > 3334.03","tidak","617"
"3334.99","333499","6","Jabatan","3334","AGEN REAL ESTAT DAN MANAJER PROPERTI LAINNYA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3334 > 3334.99","ya","617"
"3339","3339","4","Subgolongan","333","AGEN JASA BISNIS YTDL","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3339","ya","618"
"3339.01","333901","6","Jabatan","3339","JURU LELANG","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3339 > 3339.01","tidak","618"
"3339.02","333902","6","Jabatan","3339","PENJUAL PERIKLANAN","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3339 > 3339.02","tidak","619"
"3339.03","333903","6","Jabatan","3339","AGEN SASTRA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3339 > 3339.03","tidak","619"
"3339.04","333904","6","Jabatan","3339","AGEN PERTUNJUKAN MUSIK","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3339 > 3339.04","tidak","619"
"3339.05","333905","6","Jabatan","3339","AGEN OLAHRAGA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3339 > 3339.05","tidak","619"
"3339.06","333906","6","Jabatan","3339","AGEN TEATER","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3339 > 3339.06","tidak","620"
"3339.99","333999","6","Jabatan","3339","AGEN JASA BISNIS YTDL LAINNYA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 333 > 3339 > 3339.99","ya","620"
"334","334","3","Golongan","33","SEKRETARIS ADMINISTRASI DAN KHUSUS","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 334","tidak","620"
"3341","3341","4","Subgolongan","334","SUPERVISOR KANTOR","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 334 > 3341","tidak","621"
"3341.01","334101","6","Jabatan","3341","SUPERVISOR ADMINISTRASI","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 334 > 3341 > 3341.01","tidak","621"
"3341.02","334102","6","Jabatan","3341","SUPERVISOR ENTRY DATA","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 334 > 3341 > 3341.02","tidak","622"
"3341.03","334103","6","Jabatan","3341","SUPERVISOR ARSIPARIS","3","TEKNISI DAN ASISTEN PROFESIONAL","3 > 33 > 334 > 3341 > 3341.03","tidak","622"
